Date,Label,Headline_and_Subtitle,Market_Return
2019-06-17,2,AK Steel Announces Second Quarter —…–9 Financial Release Date,0.006202638349253
2020-02-25,2,Factors Setting the Tone for Autodesk's (ADSK) Q4 Earnings,-0.0277260764550746
2016-02-26,2,Ashford Hospitality Prime's (AHP) CEO Monty Bennett on Q4 2015 Results - Earnings Call Transcript,0.0018048141021227
2014-11-19,2,Should You Avoid Adding Genworth (GNW) to Your Portfolio? - Analyst Blog,-0.0056842789704522
2015-06-24,2,Alcobra's lead product candidate flunks mid-stage trial; shares off 26% premarket,-0.007302137877626
2020-03-16,2,"Europe Air Freshener Market Outlook and Projections, —…–9-—…—7 | Predicted to ...",-0.123213312901474
2018-02-26,2,Stocks Generating Improved Relative Strength: Automatic Data Processng,0.0114577285182146
2018-02-01,2,RiverPark Short Term High Yield Fund And RiverPark Strategic Income Fund Q4 2017 Commentary,-0.0034568152723903
2015-01-22,2,"Precision Beats Q3 Earnings, Lags Revenues on Headwinds - Analyst Blog",0.0177785547171027
2013-02-25,2,Six Exciting Dividend Increases for Long-term income investors,-0.0144126064653073
2018-10-22,2,"Business Services Stocks' Earnings on Oct 23: TRU, RHI, TSS",0.0026312282567735
2016-01-11,2,JMP Securities throws in the towel on Ashford vehicles,-0.001214491374167
2012-12-21,2,3 of George Soros' Quantum Fund's Most Loved Stocks,-0.0096315172312837
2015-09-25,2,Barclays begins U.S. machinery sector with negative view,-0.0101341605977177
2017-02-23,2,"Achillion -5% after earnings, outlook, share sale plans",-0.0042862486950711
2018-10-09,2,Premarket Losers as of 9:05 am (10/9/2018),0.0002675591448357
2016-05-16,2,Resource Sector Digest: The Worm Is Wiggling But Is It Turning?,0.0122474994072021
2018-05-07,2,Chain store stocks weak ahead of monthly data,0.007710509409154
2018-02-21,2,"Investor Expectations to Drive Momentum within Easterly Government Properties, Terreno Realty, ...",-0.0022227521345865
2020-04-29,2,Cohen & Steers Invests $'7… Million On Behalf of Clients with Agree Realty Corporation,0.0356632324051009
2018-08-01,2,"Kadant (KAI) Q2 Earnings Beat, Forex & Tariff Woes Hurt View",0.0046273424871177
2016-01-25,2,This Small Cap Networking Stock is Bucking the Market,-0.0158325177020265
2015-07-28,2,"AK Steel beats by $0.01, misses on revenue",0.0098080031049843
2013-03-26,2,Investment Guru John Keeley Comments on ADT Corp,0.0053101509539579
2019-12-27,2,5 Underperforming Small-Cap Stocks Ready to Explode in 2020,-0.0017478220143962
2015-03-06,2,Potash Stocks Sag on Weak Uralkali Earnings Report - Analyst Blog,-0.0111262401645501
2015-08-10,3,Prudential Financial to Boost Indian Base Through Acquisition,0.0115513637591404
2014-09-10,3,Arthur J. Gallagher Ramps Up Employee Benefit Business - Analyst Blog,0.0075192881330117
2016-12-12,3,Alliance Group surges on go-private interest,-0.0058701370075305
2011-08-26,3,Exelon Acquires Wolf Hollow Assets - Analyst Blog,0.0248881927238193
2019-11-05,3,Asset Class Scoreboard: October 2019,0.0001754366258639
2018-07-03,3,"Washington Trust Bank Buys Brookdale Senior Living Inc, Booking Holdings Inc, Rockwell ...",-0.0085917922159437
2015-06-02,3,Should You Get Rid of PROS Holdings (PRO) Now? - Tale of the Tape,-0.0012611143628418
2019-07-18,3,"No Recession Signaled By iM's Business Cycle Index: Update - July 18, 2019",0.0026914732233669
2017-10-09,3,4 Reasons to Bet on BancFirst (BANF) Stock Right Now,-0.0015857222463968
2014-10-07,3,AbbVie's Humira Label Expanded in U.S. - Analyst Blog,-0.0156235100176139
2018-03-05,3,RIT Capital Partners Annual Report 2017,0.0100359806077965
2016-02-29,3,Do Energy Dogs Atop The Contender List Cry Boom Or Bust?,-0.0070842458417643
2017-06-08,3,Adamas Presents Expanded Analysis from the ADS-5–…— Open-Label Study Showing Tolerability ...,0.0038714327650837
2015-02-24,3,US Auto Parts PRTS time to buy this EBAY of auto parts,0.0014412306533018
2019-11-07,3,Implied Volatility Surging for Adamis Pharmaceuticals (ADMP) Stock Options,0.0028404113330822
2020-04-07,3,"First American Bank Buys CMS Energy Corp, Trane Technologies PLC, Adobe Inc, Sells Truist ...",-0.0032831644156512
2017-01-26,3,Sizing Up Small-Cap REITs,-0.000205020914723
2018-07-11,3,Pacira (PCRX) Issues Strong Preliminary Exparel Sales for Q2,-0.0054890105886145
2019-04-17,3,"Zacks.com featured highlights include: DMC, Legg Mason, EZCORP, Manulife and ACI",-0.0005187228809523
2016-10-10,3,Donald Trump Is Golden,0.0068532273071784
2016-03-02,3,Aerocentury reports Q4 results,0.0029469088900899
2018-03-28,3,Applied Industrial (AIT) Poised to Grow Amid Headwinds,-0.0085007408714046
2017-09-05,3,Cincinnati Financial (CINF) on Growth Gear: Should You Hold?,-0.0092862764117395
2020-05-28,3,"The Zacks Analyst Blog Highlights: Apple, Exxon Mobil, Cisco System and Chevron",-0.0046077833367589
2017-11-20,3,Aetna perks up 1% on report that CVS takeover imminent,0.0011676495703669
2017-03-01,3,Acadia Realty Trust declares $0.26 dividend,0.0134907997576967
2015-09-22,3,Ross Stores to Propel Expansion with Colorado Outlet,-0.0149576983707274
2016-05-18,3,Munis: Keep The Pedal To The Metal,0.0049600246018379
2018-07-31,3,Energy/Materials - Top 5 Gainers / Losers as of 2:00 PM (07/31/2018),0.0054770693397772
2016-11-03,3,A High-Tech Manufacturer With Excellent Growth Prospects,-0.0092369058875747
2010-12-29,3,Munis to Cause Insurer Problems in 2011,0.0015209280952799
2013-07-24,3,The rally in gold ends,9.221939758630172e-05
2017-01-27,3,American steel not likely to get Keystone boost despite Trump pledge,0.0009901734694468
2013-03-28,3,Bear of the Day: CoStar Group (CSGP) (revised) - Analyst Blog,0.0033778388998153
2014-06-26,3,"Novo, Other Medicals Display Healthy Action",-0.0001621004291313
2015-09-14,3,Realty Income Announces 12M ATM Equity Sale Program,-0.0034381811863567
2017-03-03,3,Assurant and its Units Receive Rating Action from A.M. Best,0.0016259046421964
2011-09-29,3,Ashford Reinstates Share Repurchases - Analyst Blog,-0.0043426532642359
2012-11-30,3,Urstadt Biddle Properties (UBA) Dividend Stock Analysis,-0.0005942965525207
2012-02-28,3,Advance Auto Parts Inc. Reports Operating Results (10-K),0.0069450394674104
2015-10-16,3,AK Steel to idle blast furnace ops at its Ashland Works facility,0.0034064687413681
2020-01-31,3,"Icon Advisers Inc Buys First Trust/aberdeen Global Oppo Income, DUFF & PHELPS ...",-0.0159146549964167
2015-05-12,3,Equity Residential Up to Buy on Re-Positioning Activities - Analyst Blog,-0.0034804525468349
2018-10-02,3,Composite Rating For Gallagher Arthur J & Co Jumps To 96,-0.0046968510466641
2014-11-18,3,Celldex Therapeutics Surges on Positive Rindopepimut Data - Analyst Blog,0.0067308801982979
2015-09-15,3,Altus Group Announces Third Quarter 2015 Dividend,0.0113947131310938
2016-08-09,3,Harmony Gold Mining Met Its Annual Production Guidance,0.0023670654205292
2014-09-22,3,Barrick's (ABX) Cost Management Actions Should Bear Fruit - Analyst Blog,-0.0113760886878812
2020-04-17,3,"RFG Advisory Group, LLC Buys Eaton Vance Tax-Mgd Glbl Div Eq Inc, Eaton Vance Tax-Managed ...",0.0138038352838005
2014-11-14,3,Advance Auto Parts,0.0017947971852054
2017-08-11,3,"Dodge & Cox Buys Johnson Controls International PLC, Eli Lilly and Co, Express Scripts ...",0.0063842320425064
2016-06-20,3,"With The Year Almost Half Over, Let's Look Back At Our 2016 Stock Purchases",0.0076807306123345
2016-02-10,3,Why Barrick And Newmont May Do Better Than Goldcorp If The Gold Price Won't Substantially Increase,0.0034740952733911
2016-01-13,3,Can Big Data Fix Healthcare? (Part II),-0.0341149370767063
2011-05-06,3,LED Oversupply Argument Lives Another Day,0.0045617638785635
2015-05-15,3,Healthcare ratings roundup - new coverage (part 1),-0.0004969045937379
2016-11-21,3,Analog Devices (ADI) Buys Laser Technology to Boost LIDAR,0.0088978691652723
2016-08-09,3,Best Buy Store Closures - The Dominoes Fall?,0.0023670654205292
2019-11-04,3,My Current View Of The S&P 500 Index: November 2019,0.0055804400586234
2018-02-27,3,Midday Gainers / Losers (2/27/2018),-0.0122765417802969
2015-07-06,3,Conns Expands Further; Opens Three New HomePlus Stores - Analyst Blog,-0.0034476533557036
2016-04-28,3,AK Steel Announces Offering of Common Stock,-0.0118956262887547
2013-04-10,3,ADTRAN Earns More Than Expected - Analyst Blog,0.018342328145058
2019-09-12,3,Nth Order Effects And The U.S.-China Trade Negotiations,0.003034335524509
2011-11-02,3,CF Industries Beats on EPS - Analyst Blog,0.0126661015228539
2017-03-23,3,Advaxis: Worthy Of A Tepid Thumbs-Up,-0.0006785364982602
2020-01-24,3,"Roffman Miller Associates Inc Buys Visa Inc, Merck Inc, Thermo Fisher Scientific Inc, Sells ...",-0.009313533039611
2019-07-02,3,Acura Pharmaceuticals Licenses LIMITx™ LTX-…',0.0022159600296813
2019-08-13,3,Crescent Capital BDC to buy Alcentra Capital for ~$142M,0.0194508112882401
2019-12-04,3,Transparency Is Fundamental In The CBD Space With Marshall Getto,0.0054022086764273
2015-03-25,3,Affirmed net loss improves in FY14,-0.0236669372317912
2019-05-20,3,"Akorn Receives FDA Approval for Azelastine Hydrochloride Nasal Spray, ….–%",-0.0145721373178139
2019-11-21,3,Albany buys composite component manufacturer,-0.0024066091789468
2016-12-08,3,Apollo Tactical Income Fund declares $0.134 dividend,0.004375444714215
2019-08-19,3,Financials And Real Estate Dashboard - Update,0.0135283632638896
2014-06-27,3,Great Southern Bancorp Upped to Strong Buy - Analyst Blog,0.0043115223475056
2017-12-07,3,Ameren Shows Rising Relative Strength; Still Shy Of Key Threshold,0.005380448199189
2011-12-13,3,ADDvantage Technologies Group - No Real Margin of Safety (AEY),-0.0126289075785127
2016-02-08,3,New commercial chief at Agios Pharma,-0.0181956421822505
2016-05-26,3,Actions Semiconductor reports Q1 results,0.0014055234377765
2018-03-06,3,Patience Is Not A Virtue When Reviewing Municipal Bond Credit,0.0056338069446983
2019-06-05,3,"Alumina oversupply concerns outweigh short-term gain for Alcoa, analyst says",0.0064247497752591
2020-03-16,3,AerCap Signs Lease Agreement with euroAtlantic Airways for — Boeing 787-8 Aircraft,-0.123213312901474
2019-03-20,3,The Chemist's 'High-High-Low' Closed-End Fund Report: February 2019,0.0006499290394565
2020-04-14,3,Computer Software Stock Outlook Bright With Solid Prospects,0.0394657885683673
2019-05-06,3,Agricultural Commodities Before The May WASDE,-0.0049865214279152
2012-09-14,3,"Corn May Have Peaked, But Fertilizers Hold Ground",0.0089104521950631
2014-11-17,3,"Arch Capital a Strong Buy, Ample Liquidity Aids Core Growth - Analyst Blog",-0.0037410449556504
2015-09-28,3,Processing Restrictions at Barrick's Veladero Mine Lifted,-0.0304128422396777
2013-07-15,3,"Banking Crisis is Over, But TARP Bailout is Still Kicking",0.0020582631354228
2015-08-25,3,Prudential Financial Sees Growth on Retirement and Buyouts,-0.0043655930682131
2015-05-19,3,Agios Gains on Fast Track Status for Leukemia Drug AG-120 - Analyst Blog,-0.001656051139136
2018-08-08,3,"DSW Poised on Store Expansion, Opens Shoe Store in Las Vegas",0.0005923545386843
2016-07-08,3,"Biotech Forum Daily Digest: Biotech In Rally Mode, Juno's Disappointment, BioMarin On The Block?",0.0163938529634479
2019-11-27,3,The Trade War And The 'ABCDs' Of Agricultural Commodities,0.0066200815766057
2018-02-27,3,Healthcare - Top 5 Gainers / Losers as of 11:00 am (2/27/2018),-0.0122765417802969
2018-01-16,3,Apollo Global Management: Tax Reform Is A Potential Catalyst,-0.0051466475811986
2017-02-01,3,Auto Parts Suppliers Headed Into The Perfect Storm With Amazon,0.0049618708958709
2012-12-11,3,Tower to Close Canopius Merger Soon - Analyst Blog,0.0118314568500386
2018-11-29,3,US Steel Imports Drop YTD on Trade Actions: Worries Ahead?,-0.0025385088878614
2014-09-17,3,Survey Says Car Buyers Might Put On The Brakes,0.0020713097696152
2013-11-29,3,XL Group Retains Neutral Rec - Analyst Blog,0.0037430972441128
2019-10-14,3,SOFR: The Poison Slipped Into The Repo Chalice,-0.0010413423140598
2018-05-16,3,"Detailed Research: Economic Perspectives on Medtronic, NVIDIA, NutriSystem, AmTrust Financial ...",0.0063482414945983
2018-04-09,3,Mixed Results And Prospects For North America's Top Gold Miners,0.0050946378532348
2015-01-27,3,Waters Beats on Q4 Estimates on Surging Pharma Demand - Analyst Blog,-0.0189154043913143
2017-02-22,3,Ashford Hospitality Acquires FelCor Lodging Trust - Slideshow,-0.0009069822147913
2016-10-28,3,Celgene's Stock Price Ready To Join The Sales Trend And Rock And Roll,-0.0049597900528415
2013-11-12,3,Chelsea Therapeutics (CHTP) Worth Watching: Stock Surges 11% - Tale of the Tape,3.313514530267625e-05
2016-04-12,3,Are There Any Deals Among The Dividend Contenders?,0.008004705215368
2017-01-04,3,Only Inflation Can Move Gold Up,0.0088265269963654
2015-03-17,3,AcelRx Starts Pivotal Study on Acute Pain Management Drug - Analyst Blog,0.0016067338402454
2014-11-10,3,Ashburton Arranges Private Placements,0.0041209302296165
2016-09-20,3,"Newmont's Indonesia mine sale closure may slip into Q4, CEO Goldberg says",0.0012073116599873
2017-02-15,3,A (Sort Of) Bullish Thesis,0.0063760781639123
2019-02-20,3,ARCA Biopharma up 141% after FDA agreement for Phase 3 trial of Gencaro,0.0003071824941196
2013-08-19,3,"Technology Stock Roundup: Apple Jumps, Cisco Stumbles - Analyst Blog",-0.0037998271598396
2014-09-22,3,Acquisition-Hungry Akorn Sets Up Potential Buy Area,-0.0113760886878812
2017-08-03,3,Centene Sees Its Composite Rating Rise To 96,-0.0035064098977899
2019-08-02,3,Ballard Power Systems and MasTec among industrial gainers; Fluor leads the losers,-0.013197966670708
2016-01-21,3,T. Rowe Price Equity Income Adds to Stakes in 4th Quarter,8.276897377723635e-05
2018-09-06,3,NextEra Energy Partners' $1.3B Buyout to Expand Renewables,-0.0090604630188099
2017-02-16,3,"Alkeon Capital Management Llc Buys Exxon Mobil, PayPal Holdings, Northrop Grumman, Sells Apple, ...",-0.0007801505141752
2012-03-15,3,"Early Research Calls ( WMS, LAZ, LVLT, VECO, AIXG, XCO, DLR, NUVA, NSC, UNP )",0.005143546720429
2019-10-02,3,Aegion's Wastewater Restoration Deal Win Boosts CIPP Business,-0.0156069246748945
2015-06-26,3,Wall Street Breakfast: Throw China A Life Preserver,-0.0061969872294173
2017-11-17,3,Thursday Was About Wal-Mart And Cisco - Cramer's Mad Money (11/16/17),-0.0015456428239665
2018-12-28,3,AllianceBernstein National Municipal Income reports Q4 results,0.0007644642635034
2013-08-28,3,Express Excites the Street With Brighter '13 Outlook,0.0041441931424328
2019-09-10,3,Trimble Strengthens Forestry Division With 3LOG Acquisition,-0.0004055405888652
2018-03-15,3,The Many Uses Of Gold,-0.0020101648702537
2016-10-31,3,Barrick Gold's Latest Results Indicate A Stronger Future,-0.0001849600045158
2016-02-22,3,AT&T! - AT&T Battle With Verizon For Yahoo!,0.0146921330595433
2014-03-14,3,Aeropostale Posts Wider Q4 Loss - Analyst Blog,-0.0035254786632956
2016-06-07,3,Bullish Trend to Sustain for Barrick Gold,-0.0014007581429017
2016-07-05,3,Three lunchtime reads,-0.0081582215390343
2013-02-11,3,Solid 4Q for Conceptus - Analyst Blog,-0.0005855332618055
2012-05-25,3,Candlesticks - Bearish Engulfing AAR,-0.0006514991272645
2018-04-18,3,ASLAN Pharmaceuticals Updates U.S. IPO Plans,0.0019420330072514
2012-11-26,3,AllianceBernstein Holding L.P. - Momentum,0.0033469610239051
2018-04-13,3,Cooling Late-Cycle Economy Could Rekindle Interest In Gold,-0.0047057312637862
2019-07-05,3,Apollo Tactical Income Fund declares $0.100 dividend,-0.0010330114851633
2015-05-13,3,One analyst fails to see the potential for Humana merger,0.0011052632766759
2014-03-19,3,Balanced View on Ameren Corp. - Analyst Blog,-0.0059330997758889
2019-09-17,3,Airbus Reaches 500 Deliveries After 8 Months,0.003983543382769
2012-10-11,3,Research Calls,-0.0007766343461019
2017-02-06,3,The Chemist's CEF Report - January 2017: CEFs Continuing To Improve In Health,-0.0005682628433218
2013-03-18,3,New Texas Store for Rent-A-Center - Analyst Blog,-0.0035333126793867
2019-07-02,3,Assurant Meets 80-Plus Relative Strength Rating Benchmark,0.0022159600296813
2015-04-28,3,"Analysts Disagree Over Significance of Akorn, Inc's Financial Errors",-0.0009545137344992
2015-05-18,3,Archer Daniels Buys Another Sweetener Facility in China - Analyst Blog,0.0059722999491822
2020-06-01,3,Warren Buffett's Berkshire Hathaway Turns Up Stake in Liberty SiriusXM,0.0065522169146849
2015-05-21,3,"Humana's High Expenses Raise Caution, Memberships Impress - Analyst Blog",0.0037560686879003
2016-03-23,3,Gold Drops On Terrorism? - The Counterintuitive Response To Brussels Explained,-0.0109506458891153
2016-02-12,3,Barrick: The Best Long Of 2016?,0.0165625906907465
2019-09-09,3,The Chemist's Closed-End Fund Report - August 2019: Sweet And Sour,-0.0019288841329967
2016-05-11,3,ATR Offers A Disruptive Alternative For U.S. Regional Airlines,-0.010226854433938
2011-06-02,3,Fundamental Anomalies: Debt-to-Equity & Pretax Margin - Analyst Blog,0.0014878420313082
2016-07-07,3,"Harry Is Back: Buy, Hold, And Collect Forever",0.0036322948361864
2018-10-03,3,ACADIA Pharmaceuticals (ACAD) Presents At Cantor Global Healthcare Conference - Slideshow,0.0031926845492646
2016-09-28,3,Barrick's Veladero Gold Mine May Be Back Up And Running End Of Week,0.0024200048333835
2018-10-10,3,Global Precious MMI: Precious Metals Index Rebounds On Back Of Palladium,-0.040833470842182
2017-12-28,3,Agnico Eagle Mines Is A Buy,0.0015592711617582
2011-03-09,3,"Retail Stock Winners: American Eagle, Children's Place",-0.0050799772681411
2018-01-10,3,Applied Industrial (AIT) to Buy FCX Performance for $768M,-0.0013973814485326
2018-07-13,3,Akers Biosciences Files Restated Previously Issued Financial Statements for —…–7,0.000263302617399
2016-03-18,3,Bellatrix Exploration: A True Survivor,0.0043266408840005
2019-04-17,3,The Return Of The AG,-0.0005187228809523
2017-01-27,3,"Cortland Associates Inc Buys Cognizant Technology Solutions Corp, Centene Corp, The Advisory ...",0.0009901734694468
2017-01-25,3,Junk bonds extremely overvalued - Marty Fridson,0.0098875698449432
2015-12-09,3,Something Did Blow Up In Junk,-0.0147835554470963
2013-12-12,3,Aegion Unit Wins Twin Contracts Worth $7.4M - Analyst Blog,-0.0013512519751999
2018-10-31,3,Are You Looking for a High-Growth Dividend Stock? Automatic Data Processing (ADP) Could Be a Great Choice,0.0201420066558675
2012-05-22,3,AutoZone Beats by a Penny - Analyst Blog,-0.00285538577205
2013-04-01,3,Concur in Strategic Partnership with UVS - Analyst Blog,-0.0086763348003349
2019-11-26,3,AK Steel Purchases Group Annuity Contract From MassMutual,0.0017885283047895
2016-09-28,3,Barrick Gold: Buy The Dip,0.0024200048333835
2017-03-13,3,Gold And Precious Metals Correct Lower,0.0023968699913359
2013-01-25,3,Agrium Jumps on Higher View - Analyst Blog,0.0061749943612698
2018-05-31,3,"AvalonBay, Mid-America Apartment Cut by BTIG",-0.0027243167582907
2015-01-14,3,The Yellen Bond Bubble,-0.0047581627761986
2017-05-10,3,Affimed Announces First Quarter —…–7 Financial Results and Corporate Update Conference Call,0.0013969720544959
2019-09-03,3,Franklin (BEN) Reflects Cost-Control Benefits: Time to Hold?,-0.0111416633012382
2017-08-25,3,"Adamas (ADMS) Dyskinesia Drug Gets FDA Approval, Stock Soars",-0.000907294200013
2015-07-22,3,The Regulatory-Driven Liquidity Crunch,-0.0069795044734644
2015-04-09,3,"Atlas Financial Holdings: A Cheap, Niche Insurer With Runaway Growth",0.0047952127562522
2015-08-11,3,M&A Daily: Google Is Now Alphabet,-0.0127425159970544
2014-08-05,3,"Strong Growth Common Denominator: Nautilus Inc (NLS), Akorn Inc (AKRX), Integra LifeSciences Holdings Corp (IART)",-0.0070828173153058
2017-08-14,3,Why Should You Hold Everest Re (RE) Stock Right Now?,0.0133731509154257
2018-08-01,3,Is AllianceBernstein (AB) a Great Dividend Play?,0.0046273424871177
2012-04-24,3,AES Is Near its 200 Day Moving Average,-0.0029792972987588
2013-07-12,3,AEP to Retire Muskingum Coal Plant - Analyst Blog,0.0060866973142756
2014-12-23,3,LTC Sells 16 Assisted Living Properties to Enlivant - Analyst Blog,-0.0033462863043673
2018-09-24,3,Applied Genetic Tech up 10%,0.0007875385745343
2011-05-25,3,Hedged Bets,0.0055422740081565
2015-06-01,3,Top Growth Stock Acadia Healthcare Near Buy Point,0.0025444407965351
2016-01-26,3,"Dalio, Tepper, Klarman Now Ranked Best Hedge Fund Managers",0.0108840973309756
2015-06-24,3,"Pep Boys, Acacia Research, Sanofi, Unilever and Continental Aktiengesellschaft highlighted as Zacks Bull and Bear of the Day - Press Releases",-0.007302137877626
2015-04-10,3,"After Looking At Its 10-K, We Think Aetna Is Cheap",0.0043058927066317
2013-08-19,3,AK Steel Reaches New Labor Deal with USW - Analyst Blog,-0.0037998271598396
2018-12-21,3,Arbor Realty Trust (ABR) Stock Moves -1.39%: What You Should Know,-0.029933769049102
2013-10-23,3,"AK Steel Trims Loss, Outage Hurts Shipment - Analyst Blog",-0.0057258172290064
2015-01-15,3,"InsiderInsights.com Daily Round Up 1/14/15: OPK, REN, VEEV, CO",-0.0147650954440363
2018-07-20,3,Acme United reaffirms FY2018 guidance,-0.0006516823000116
2019-03-27,3,"Vornado (VNO) Extends Credit Facility, Lowers Cost of Debt",-0.0062588586646731
2014-11-06,3,"Salix Dives On Miss, Probe",0.0038413925047828
2012-12-07,3,AFG to Pay Special Dividend - Analyst Blog,-0.0037567634892049
2016-05-23,3,AK Steel's Coshocton Works Recognized for Outstanding Safety Performance,-0.0007925832552813
2019-05-30,3,AllianceBernstein National Municipal Income Fund: An Exceptional National Muni Bond Fund,0.0027042954498417
2014-07-22,3,AK Steel to Acquire Severstal's Dearborn Plant for $700M - Analyst Blog,0.0070784059566182
2015-12-07,3,A Message For Those Looking To Pick A Bottom In Gold,-0.0078681128730747
2019-11-06,3,Agile Therapeutics: Stock Hits 52-Week Low And A Near 52-Week High Around Twirla's AdCom,-0.0028513002957469
2019-10-21,3,AGTC Presents Data Demonstrating Efficiency of its AAV Vectors for Ocular Gene Therapy Even in ...,0.0090796503828185
2017-06-30,3,"MetLife's (MET) Board Okays Brighthouse Spin-Off, Stock Up",-0.000639640599703
2019-12-03,3,"Cleveland-Cliffs plunges, AK Steel rallies on deal reaction",-0.0055264519032162
2011-11-11,3,Sobering Outlook from the IEA - Analyst Blog,0.0204179188428041
2017-11-22,3,"Auto Stock Roundup: TM, F, VLKAY Scale EV Move, GM to Reveal Autonomous Vehicles Status",0.0007110961090435
2017-10-06,3,Encana's (ECA) Two Montney Plants Come Online Prior Schedule,0.0007319740454696
2018-08-13,3,New stakes by Citadel Advisors,-0.0024747583184948
2019-05-14,3,Renewable Energy: Exhibiting Alpha,0.0114384707533579
2012-03-20,3,AAR Corp.,-0.0013546888962223
2019-05-15,3,XOMA Corporation: Royalty Aggregation Strategy Likely To Pay Off,0.0113336063932381
2018-12-26,3,Ashford Sees Hammer Chart Pattern: Time to Buy?,0.058363412730326
2018-09-05,3,Agios Pharma and Celgene terminate partnership developing AG-881,-0.011874565502858
2015-12-17,3,"U.S. Steel, AK Steel, Cliffs Natural slapped with Sell ratings at Deutsche Bank",-0.0135236287986701
2015-10-15,3,HCA Holdings' Preliminary Results Point to Below Par Q3,0.0182422610407035
2013-08-28,3,Diamond Hill Capital Growing - Six Sells,0.0041441931424328
2017-08-07,3,"Strategy Asset Managers Llc Buys International Paper Co, Emerson Electric Co, Baker Hughes Inc, ...",0.0050711889111274
2020-05-13,3,AES United States Strategic Business Unit announces resignation of IPL and DP&L President ...,-0.0154822673394071
2017-01-09,3,Under-Priced Northern Florida Bank With 30% Loan Growth!,0.0019488586450444
2013-05-06,3,"Acorda Incurs Loss, Maintains Guidance - Analyst Blog",0.0042443500436597
2015-02-11,3,Exelixis (EXEL) Catches Eye: Stock Adds 15.9% in Session - Tale of the Tape,0.0028281238096101
2015-05-07,3,Is It Time To Sound The Alarm On AlarmForce Industries?,0.0052645928612624
2019-03-13,3,First Data (FDC) to Snap Up Leading Brazilian EFT Brand,0.0069002984543911
2019-09-24,3,Global Medical REIT Is Still Cheap Relative To Peers,-0.0146478477178539
2015-05-13,3,Aceto Corporation: Assessing The 12% Rally,0.0011052632766759
2016-11-30,3,Achaogen: An Emerging Opportunity In The AMR Space,-0.0104536400003049
2020-04-14,3,Vertex Is Positioned For Upside,0.0394657885683673
2018-03-27,3,Torchmark or Reinsurance Group: Which Stock Scores Better?,-0.0293232887461754
2019-04-01,3,Modern Monetary Theory (MMT): The Differences Between Theory And Reality,0.0128847472088291
2018-08-06,3,"Silver - Is Anyone There, Does Anyone Care?",0.0061021954127622
2018-05-15,3,Biotechs Emerge Unscathed And Ready To Go!,-0.0080538882172099
2015-07-14,3,Armada Hoffler Acquires Columbus Village at Virginia Beach - Analyst Blog,0.0065819396267368
2018-02-28,3,"Ameren Corp (AEE) Files –…-K for the Fiscal Year Ended on December '–, —…–7",-0.0078223183432375
2015-04-08,3,Gilead Submits Regulatory Application for HIV Drug in U.S. - Analyst Blog,0.0082663834303999
2018-10-01,3,"Merger Arbitrage Mondays - October 1, 2018",-0.0011247699713421
2015-02-09,3,FBL Financial Group Inc. (FFG) Rises: Stock Adds 9.6% - Tale of the Tape,-0.0038761776193582
2016-11-22,3,"A.H. Belo: A Long-Running, And Successful, Bull Case Still Has Legs",0.0032577185511246
2015-02-23,3,"CF Industries (CF) to Gain from Higher Demand, Expansion - Analyst Blog",0.001008884190834
2019-08-09,3,"Permanens Capital L.P. Buys AMAG Pharmaceuticals Inc, Texas Pacific Land Trust, Vonage Holdings ...",-0.009953778501233
2013-09-06,3,Aegion Approves $10M Share Buyback - Analyst Blog,0.0003361722921031
2016-10-06,3,"Cresud May Be Undervalued, But Value Creation Is Complicated",-0.0017249599966345
2018-10-19,3,"Analysis: Positioning to Benefit within Penumbra, Aetna, Littelfuse, IHS Markit, Credit ...",-0.0048242719445369
2015-03-04,3,AEGON Sells Stake in La Mondiale After Strategic Review - Analyst Blog,-0.002562253433848
2012-06-05,3,Supertel Hospitality Divests Assets - Analyst Blog,0.0065579826131816
2018-02-20,3,Paul Tudor Jones Prefers A Hot Burning Coal Over Treasuries,-0.0007127809213746
2015-03-26,3,"Sanofi Reveals Cerdelga Data, FDA OK's Quadracel Vaccine - Analyst Blog",-0.0026986777860629
2015-08-12,3,Barrick Was Right To Cut Its Dividend,0.0015089169088462
2015-06-16,3,BMO generally bullish on gold miners,0.0050854356489553
2013-04-10,3,Itron's AMI Solution Fully Utilized - Analyst Blog,0.018342328145058
2018-10-04,3,Ingersoll-Rand Rewards Shareholders With Dividend & Buyback,-0.0181406166110873
2011-02-11,3,Willis Group's Bottom-Line Beats - Analyst Blog,0.0068053505945877
2013-05-29,3,AEE to Upgrade Nat Gas Delivery Sys - Analyst Blog,-0.0061251210857455
2014-12-04,3,Merge Healthcare (MRGE) Worth Watching: Stock Gains 6.5% - Tale of the Tape,-0.0010535772999192
2014-12-26,3,Will American Capital's Proposed Split Drive Growth? - Analyst Blog,0.0069948374944648
2019-05-08,3,Heed Analysts' Advice on Lundbeck: Sit Tight,-0.0025666195374799
2014-05-27,3,Montpelier Shows Stability on Fundamentals - Analyst Blog,0.0122460801869783
2020-04-21,3,"The Gross Law Firm Announces Class Actions on Behalf of Shareholders of AAN, FITB and SERV",-0.0347517073555803
2014-03-11,3,ABB Receives Telecom Contracts - Analyst Blog,-0.0062892068608219
2018-12-07,3,Silver - All Quiet Before A Storm?,-0.0304677032781045
2019-12-10,3,Seth Klarman Pares Paratek Pharmaceuticals Stake,-0.000655358615723
